beer_id,abv,ibu,name,style,ounces
972,0.07,22,Farmer Brown Ale,American Brown Ale,16
973,0.07,70,Big Cock IPA,American IPA,16
974,0.059,25,Oktoberfest,Märzen / Oktoberfest,16
975,0.048,25,40th Annual Bix Street Fest Copper Ale (Current),American Amber / Red Ale,16
976,0.06,36,Redband Stout,American Stout,16
977,0.053,48,483 Pale Ale (2010),American Pale Ale (APA),16
978,0.054,30,Roller Dam Red Ale (2010),Irish Red Ale,16
979,0.05,30,Pablo Beach Pale Ale,American Pale Ale (APA),12
980,0.057,44,Wild Trail Pale Ale,American Pale Ale (APA),12
981,0.067,71,Mothman Black IPA,American Black Ale,12
982,0.058,,Autumn Winds Fest Beer,Märzen / Oktoberfest,16
983,0.085,69,Captain's Daughter,American Double / Imperial IPA,12
984,0.058,,Autumn Winds,Märzen / Oktoberfest,16
985,0.06,54,Flying Jenny Extra Pale Ale,American Pale Ale (APA),12
986,0.04,20,Hazy Day Belgian-Style Wit,Witbier,16
987,0.055,,Bring Back the Beach Blonde Ale,American Blonde Ale,16
988,0.06,34,Leaning Chimney Smoked Porter,American Porter,16
989,0.06,54,Flying Jenny Extra Pale Ale (2012),American Pale Ale (APA),12
990,0.049,22,Flagship Ale,Cream Ale,12
991,0.045,6,Mr. Blue Sky,American Pale Wheat Ale,16
992,0.065,,3 Scrooges,Winter Warmer,16
993,0.05,25,Screamin’ Pumpkin,Pumpkin Ale,16
994,0.05,35,Grand Trunk Bohemian Pils,Czech Pilsener,16
995,0.065,25,El Rojo,American Amber / Red Ale,16
996,0.075,,Norm's Raggedy Ass IPA,American IPA,16
997,0.05,35,Grind Line,American Pale Ale (APA),16
998,0.04,55,Norm's Gateway IPA,American IPA,12
999,0.09,,Lemon Shandy Tripel,Tripel,16
1000,0.063,43,Little Red Cap,Altbier,12
1001,0.069,67,Supergoose IPA,American IPA,12
1002,0.047,,Hale's Pale American Ale,American Pale Ale (APA),12
1003,0.07,,Heyoka IPA,American IPA,16
1004,0.08,,Guest Lager,American Double / Imperial Pilsner,16
1005,0.057,,Pony Pilsner,German Pilsener,16
1006,0.055,,Akari Shogun American Wheat Ale,American Pale Wheat Ale,16
1007,0.06,,Meat Wave,English India Pale Ale (IPA),16
1008,0.06,,Over Ale,American Brown Ale,16
1009,0.042,,Gossamer Golden Ale,American Blonde Ale,16
1010,0.052,,Daisy Cutter Pale Ale,American Pale Ale (APA),16
1011,0.07,40,Pursuit,American IPA,12
1012,0.052,18,Half Full Bright Ale,American Blonde Ale,12
1013,0.046,17,Orange Wheat,Fruit / Vegetable Beer,12
1014,0.043,14,Hangar 24 Helles Lager,Munich Helles Lager,12
1015,0.075,70,The Great Return,American IPA,16
1016,0.044,18,Hardywood Cream Ale,Cream Ale,12
1017,0.056,55,Capital Trail Pale Ale,American Pale Ale (APA),12
1018,0.052,15,UFO Gingerland,Herbed / Spiced Beer,12
1019,0.062,45,The Long Thaw White IPA,American White IPA,12
1020,0.048,,Honey Cider,Cider,12
1021,0.05,28,Harpoon Summer Beer,Kölsch,12
1022,0.059,42,Harpoon IPA,American IPA,12
1023,0.059,20,UFO Pumpkin,Pumpkin Ale,12
1024,0.055,30,Harpoon Octoberfest,Märzen / Oktoberfest,12
1025,0.059,42,Harpoon IPA (2012),American IPA,12
1026,0.05,28,Harpoon Summer Beer (2012),Kölsch,12
1027,0.048,10,UFO White,American Pale Wheat Ale,12
1028,0.05,28,Harpoon Summer Beer (2010),Kölsch,12
1029,0.059,42,Harpoon IPA (2010),American IPA,12
1030,,,Great Falls Select Pale Ale,American Blonde Ale,12
1031,0.048,,Beltian White,Witbier,12
1032,0.049,,Kaua'i Golden Ale,American Blonde Ale,12
1033,0.054,,Sunset Amber,American Pale Ale (APA),12
1034,0.064,,Hapa Brown Ale,American Brown Ale,19.2
1035,0.064,,Hapa Brown Ale,American Brown Ale,12
1036,0.083,,Southern Cross,Flanders Red Ale,19.2
1037,0.076,65,Groupe G,Belgian IPA,16
1038,0.062,40,Pt. Bonita Rustic Lager,American Pale Lager,16
1039,0.088,77,Hill 88 Double IPA,American Double / Imperial IPA,16
1040,0.072,45,Loose Cannon,American IPA,12
1041,0.06,30,AARGHtoberfest!,Märzen / Oktoberfest,12
1042,0.06,,Davy Jones Lager,Cream Ale,12
1043,0.063,30,Grazias,Cream Ale,16
1044,0.08,86,Habitus IPA,American IPA,16
1045,0.099,85,Ex Umbris Rye Imperial Stout,American Double / Imperial Stout,16
1046,0.063,21,The Golden One,American Pilsner,12
1047,0.07,68,The Power of Zeus,American Pale Ale (APA),12
1048,0.044,22,Tonganoxie Honey Wheat,American Pale Wheat Ale,12
1049,0.045,,Oregon Trail Unfiltered Raspberry Wheat,Fruit / Vegetable Beer,12
1050,0.055,,Annie's Amber Ale,American Amber / Red Ale,12
1051,0.045,32,The 12th Can™,American Pale Ale (APA),16
1052,0.055,34,Hilliard's Pils,Czech Pilsener,16
1053,0.049,20,Hilliard's Blonde,American Blonde Ale,16
1054,0.055,60,Hilliard's Amber Ale,American Amber / Red Ale,16
1055,0.066,30,Hilliard's Saison,Saison / Farmhouse Ale,16
1056,0.042,,White Cap White IPA,American White IPA,16
1057,0.042,25,Provision,Saison / Farmhouse Ale,12
1058,0.047,28,One Nut Brown,American Brown Ale,12
1059,0.058,45,Hop Farm IPA,American IPA,12
1060,0.049,20,Double D Blonde,American Blonde Ale,12
1061,0.078,60,Festeroo Winter Ale,American Strong Ale,12
1062,0.063,70,Proxima IPA,American IPA,12
1063,0.049,20,Double D Blonde (2013),American Blonde Ale,12
1064,0.048,13,541 American Lager,American Pale Lager,12
1065,0.065,90,Alphadelic IPA,American IPA,12
1066,0.065,90,Alphadelic IPA (2011),American IPA,12
1067,0.049,20,Double D Blonde (2011),American Blonde Ale,12
1068,0.07,,Green House India Pale Ale,American IPA,12
1069,0.051,,The One They Call Zoe,American Pale Lager,12
1070,0.051,40,Alteration,Altbier,12
1071,0.06,50,Pale Dog,American Pale Ale (APA),12
1072,0.065,,Porter Culture,American Porter,12
1073,0.068,,Hard Cider,Cider,16
1074,0.027,21,Totally Radler,Radler,16
1075,0.039,20,Nonstop Hef Hop,American Pale Wheat Ale,16
1076,0.039,20,Nonstop Hef Hop,American Pale Wheat Ale,16
1077,0.039,20,Nonstop Hef Hop,American Pale Wheat Ale,16
1078,0.039,20,Nonstop Hef Hop,American Pale Wheat Ale,16
1079,0.039,20,Nonstop Hef Hop,American Pale Wheat Ale,16
1080,0.039,20,Nonstop Hef Hop,American Pale Wheat Ale,16
1081,0.039,20,Nonstop Hef Hop,American Pale Wheat Ale,16
1082,0.039,20,Nonstop Hef Hop,American Pale Wheat Ale,16
1083,0.039,20,Nonstop Hef Hop,American Pale Wheat Ale,16
1084,0.039,20,Nonstop Hef Hop,American Pale Wheat Ale,16
1085,0.039,20,Nonstop Hef Hop,American Pale Wheat Ale,16
1086,0.039,20,Nonstop Hef Hop,American Pale Wheat Ale,16
1087,0.058,60,Rise Up Red,American Amber / Red Ale,16
1088,0.058,35,Survival Stout,American Stout,16
1089,0.066,75,Hopworks IPA,American IPA,16
1090,0.073,70,Abominable Winter Ale,American Strong Ale,16
1091,0.06,60,Pigwar White India Pale Ale,American White IPA,16
1092,0.058,60,Rise-Up Red (2014),American Amber / Red Ale,16
1093,0.073,70,Abominable Winter Ale (2012),American Strong Ale,16
1094,0.051,32,HUB Lager,Czech Pilsener,16
1095,0.066,75,Hopworks IPA (2012),American IPA,16
1096,0.056,,Watermelon Wheat,American Pale Wheat Ale,12
1097,0.051,17,Laka Laka Pineapple,Hefeweizen,12
1098,0.06,,Oktoberfest,Märzen / Oktoberfest,16
1099,0.065,,Trail Maker Pale Ale,American Pale Ale (APA),12
1100,0.055,,Action Man Lager,Vienna Lager,12
1101,0.068,90,Let It Ride IPA,American IPA,12
1102,0.065,22,Stir Crazy Winter Ale,Winter Warmer,12
1103,0.05,10,Sweet Yamma Jamma Ale,Fruit / Vegetable Beer,12
1104,0.046,27,Shenanigans Summer Ale,American Pale Wheat Ale,12
1105,0.065,80,Midnight Ryder,American Black Ale,12
1106,0.054,45,Day Tripper Pale Ale,American Pale Ale (APA),12
1107,0.048,32,Oklahoma Suks,American Amber / Red Ale,12
1108,0.055,42,Power & Light,American Pale Ale (APA),12
1109,0.059,27,White Rabbit ,Witbier,12
1110,0.058,58,Tribute,American Pale Ale (APA),12
1111,0.07,75,Infamous IPA,American IPA,12
1112,0.055,20,Hijack,Cream Ale,12
1113,0.045,20,Jon Boat Coastal Ale,American Blonde Ale,12
1114,0.068,55,I-10 IPA,American IPA,12
1115,0.053,28,People's Pale Ale,American Pale Ale (APA),12
1116,0.049,,Summer Ale,American Blonde Ale,12
1117,,,Appreciation Ale,American IPA,16
1118,0.052,18,House Lager,Keller Bier / Zwickel Bier,16
1119,0.048,15,Leisure Time,American Pale Lager,12
1120,0.072,80,Excess IPL,American India Pale Lager,16
1121,0.067,65,Hoponius Union,American India Pale Lager,12
1122,0.049,45,Calyptra,American India Pale Lager,12
1123,0.05,,Helen's Blend,Cider,12
1124,0.051,,Jack's Hard Cider,Cider,12
1125,0.055,37,Thunder Ann,American Pale Ale (APA),12
1126,0.055,,Razz Wheat,Fruit / Vegetable Beer,12
1127,0.065,,Hop Ryot,American IPA,12
1128,0.07,,Mystic Mama IPA,American IPA,12
1129,0.05,,Firefly Amber Ale,American Amber / Red Ale,12
1130,0.067,,Chomolungma Honey Nut Brown Ale,English Brown Ale,12
1131,0.069,,Welcome to Scoville,American IPA,12
1132,,,Bastian,American Strong Ale,12
1133,0.045,,Healani,Hefeweizen,12
1134,0.055,,Yabba Dhaba Chai Tea Porter,American Porter,12
1135,0.055,,A Capella Gluten Free Pale Ale,American Pale Ale (APA),12
1136,0.06,,Casper White Stout,American Blonde Ale,12
1137,0.06,,JP's Ould Sod Irish Red IPA,American IPA,12
1138,0.05,15,Weize Guy,Hefeweizen,12
1139,0.05,50,Fox Tail Gluten Free Ale,American Pale Ale (APA),12
1140,0.093,90,Hop Box Imperial IPA,American Double / Imperial IPA,12
1141,0.052,15,Joseph James American Lager,American Adjunct Lager,12
1142,0.071,,Sucha Much IPA,American IPA,12
1143,0.075,24,Lewbricator Wheat Dopplebock ,Doppelbock,12
1144,0.052,16,Weisse Versa (2012),Hefeweizen,12
1145,0.058,25,Mother in Lager,Munich Dunkel Lager,12
1146,0.055,40,Weekend Warrior Pale Ale,American Pale Ale (APA),12
1147,0.055,25,Karbachtoberfest,Märzen / Oktoberfest,12
1148,0.047,20,Love Street Summer Seasonal (2014),Kölsch,12
1149,0.066,20,Barn Burner Saison,Saison / Farmhouse Ale,12
1150,0.095,85,Rodeo Clown Double IPA,American Double / Imperial IPA,12
1151,0.049,45,Sympathy for the Lager,American Amber / Red Lager,12
1152,0.052,15,Weisse Versa,Hefeweizen,12
1153,0.066,70,Hopadillo India Pale Ale,American IPA,12
1154,0.057,19,KelSo Nut Brown Lager,Euro Dark Lager,12
1155,0.06,64,KelSo India Pale Ale,American IPA,12
1156,0.055,23,KelSo Pilsner,Czech Pilsener,12
1157,0.058,,Skilak Scottish Ale,Scottish Ale,12
1158,0.05,15,Peninsula Brewers Reserve (PBR),American Blonde Ale,12
1159,0.068,,Sunken Island IPA,American IPA,12
1160,0.058,,Skilak Scottish Ale (2011),Scottish Ale,12
1161,0.065,11,Cold Smoke Scotch Ale (2007),Scotch Ale / Wee Heavy,16
1162,0.065,65,Double Haul IPA (2009),American IPA,16
1163,0.065,65,Double Haul IPA (2006),American IPA,16
1164,0.055,50,Eddy Out Pale Ale,American Pale Ale (APA),16
1165,0.065,65,Double Haul IPA,American IPA,16
1166,0.065,11,Cold Smoke Scotch Ale,Scotch Ale / Wee Heavy,16
1167,,,U. P. Witbier,Witbier,12
1168,,,November Gale Pale Ale,American Pale Ale (APA),12
1169,,,Olde Ore Dock Scottish Ale,Scottish Ale,12
1170,,,Widow Maker Black Ale,American Brown Ale,12
1171,,,Lift Bridge Brown Ale,American Brown Ale,12
1172,,,Pick Axe Blonde Ale,American Blonde Ale,12
1173,,,Red Jacket Amber Ale,American Amber / Red Ale,12
1174,0.051,,Amber Ale,American Amber / Red Ale,12
1175,0.055,,King Street Pilsner,Czech Pilsener,12
1176,0.06,70,King Street IPA,American IPA,12
1177,0.057,10,King Street Hefeweizen,Hefeweizen,12
1178,0.049,,King Street Blonde Ale,American Blonde Ale,12
1179,0.063,65,India Pale Ale,American IPA,16
1180,0.048,11,Blackberry Wheat,American Pale Wheat Ale,16
1181,0.046,18,Longboard Island Lager,American Amber / Red Lager,24
1182,0.046,18,Longboard Island Lager,American Amber / Red Lager,16
1183,0.046,18,Longboard Island Lager,American Amber / Red Lager,12
1184,0.046,18,Longboard Island Lager,American Amber / Red Lager,12
1185,0.04,9,Choc Beer (2003),American Dark Wheat Ale,12
1186,0.08,,Bellingham Beer Week 2013 Collaboration,Belgian Strong Dark Ale,16
1187,0.054,15,A Slice of Hefen,Hefeweizen,16
1188,0.072,100,Elevated IPA,American IPA,16
1189,0.066,30,Rumspringa Golden Bock,Maibock / Helles Bock,12
1190,0.048,28,Lancaster German Style Kölsch,Kölsch,12
1191,0.045,,Beach Cruiser,Hefeweizen,12
1192,0.068,,I.P. Eh!,American IPA,12
1193,0.05,,Schoolhouse Honey,American Amber / Red Ale,12
1194,0.055,,10 Degrees of Separation,English Brown Ale,12
1195,0.05,12,Laughing Dog Cream Ale,Cream Ale,12
1196,0.048,9,Two-One Niner,American Pilsner,12
1197,0.064,66,Laughing Dog IPA,American IPA,12
1198,0.064,95,Madra Allta,American IPA,12
1199,0.056,70,Duluchan India Pale Ale,American IPA,12
1200,0.05,,Lazy Monk Bohemian Pilsner,Czech Pilsener,16
1201,0.051,,Yellowstone Golden Ale,Kölsch,12
1202,0.057,,Tumbleweed IPA,American IPA,12
1203,0.05,,Lewis & Clark Amber Ale,American Amber / Red Ale,12
1204,0.05,,Miner's Gold Hefeweizen,Hefeweizen,12
1205,0.057,,Back Country Scottish Ale,Scottish Ale,12
1206,0.052,30,Getaway,German Pilsener,16
1207,0.06,30,Farm Girl Saison,Saison / Farmhouse Ale,16
1208,0.058,40,Adam's Stout,American Stout,12
1209,0.057,42,American Hero,American Amber / Red Ale,12
1210,0.052,20,Schweet Ale,Fruit / Vegetable Beer,12
1211,0.065,75,Irregardless IPA,American IPA,12
1212,0.057,40,Peach Pale Ale,American Pale Ale (APA),12
1213,0.06,,Deadeye Jack,American Porter,12
1214,0.075,,Pistols at Dawn,American Stout,16
1215,0.057,47,Peacemaker Pale Ale,American Pale Ale (APA),12
1216,0.058,11,Shotgun Betty,Hefeweizen,12
1217,0.061,30,Sweet Josie,American Brown Ale,12
1218,0.059,42,Long Trail IPA,English India Pale Ale (IPA),12
1219,0.046,30,Long Trail Ale,American Amber / Red Ale,12
1220,0.072,33,Double Bag,Altbier,16
1221,0.04,8,Blackbeary Wheat,Fruit / Vegetable Beer,12
1222,0.046,30,Long Trail Ale (1),Altbier,12
1223,0.046,8,Gose,Gose,16
1224,0.048,20,Vermont Pilsner,German Pilsener,16
1225,0.055,,Mosaic Single Hop IPA,American IPA,16
1226,0.045,,Lost Galaxy,American IPA,16
1227,0.062,65,Face Plant IPA,American IPA,12
1228,0.056,55,Rhino Chasers Pilsner,Czech Pilsener,12
1229,0.052,29,Slow Hand Stout,American Stout,16
1230,0.062,,Hips Don't Lie,Hefeweizen,16
1231,0.052,,Ride Again Pale Ale,American Pale Ale (APA),16
1232,0.048,,The Farmer's Daughter,American Blonde Ale,16
1233,0.038,18,Pub Ale,English Dark Mild Ale,12
1234,0.051,31,Ballistic Blonde,Belgian Pale Ale,12
1235,0.054,,Knotty Pine,American Pale Ale (APA),12
1236,0.053,20,Lumberyard Pilsner,American Pilsner,12
1237,0.061,,Lumberyard IPA,American IPA,12
1238,0.058,,Lumberyard Red Ale,American Amber / Red Ale,12
1239,0.05,,Mac's Highlander Pale Ale (2000),American Pale Ale (APA),12
1240,0.051,32,Mac's Scottish Style Amber Ale (2000),American Amber / Red Ale,12
1241,0.05,,Macon Progress Ale,American Pale Ale (APA),12
1242,0.055,,Macon History Ale,American Brown Ale,12
1243,0.099,,Galaxy High,American Double / Imperial IPA,12
1244,0.043,18,Sol Drifter,American Blonde Ale,12
1245,0.085,,Thunder Snow,Winter Warmer,12
1246,0.079,18,The Great Pumpcan,Fruit / Vegetable Beer,16
1247,0.047,11,LIFT,Kölsch,12
1248,0.05,40,SPRYE,American Pale Ale (APA),12
1249,0.069,70,Psychopathy,American IPA,12
1250,0.07,32,Gnarly Brown,American Brown Ale,12
1251,0.06,30,Happy Amber,American Amber / Red Ale,12
1252,0.051,20,#9,Fruit / Vegetable Beer,16
1253,0.055,13,Elder Betty,Hefeweizen,12
1254,0.051,20,#9,Fruit / Vegetable Beer,12
1255,0.042,,High Country Pilsner (Current),German Pilsener,12
1256,0.065,,Epic IPA,American IPA,12
1257,0.042,,Golden Trout Pilsner,German Pilsener,12
1258,0.045,,Real McCoy Amber Ale (Current),American Amber / Red Ale,12
1259,0.072,,Festivus (1),Winter Warmer,12
1260,0.067,,Manayunk Oktoberfest,Märzen / Oktoberfest,12
1261,0.045,21,Belgian Style Session Ale,Belgian Pale Ale,12
1262,0.055,,Manayunk IPA,American IPA,12
1263,0.055,,Yunkin' Punkin',Pumpkin Ale,12
1264,0.05,18,Summer Paradise,American Pale Wheat Ale,12
1265,0.09,30,Monk from the 'Yunk,Tripel,12
1266,0.06,14,Schuylkill Punch,Fruit / Vegetable Beer,12
1267,0.085,85,Dreamin' Double IPA,American Double / Imperial IPA,12
1268,0.099,93,Chaotic Double IPA,American Double / Imperial IPA,12
1269,0.08,88,Manzanita IPA,American IPA,12
1270,0.06,25,Riverwalk Blonde Ale,American Blonde Ale,12
1271,0.095,49,Gillespie Brown Ale,American Brown Ale,12
1272,0.066,44,Manzanita Pale Ale,American Pale Ale (APA),12
1273,0.047,,Marble Pilsner,German Pilsener,12
1274,0.062,,Marble India Pale Ale,American IPA,12
1275,0.072,,Toughcats IPA,American IPA,16
1276,0.05,,Tug Pale Ale,American Pale Ale (APA),16
1277,0.099,,Sexy Chaos,Russian Imperial Stout,16
1278,0.063,,Ace Hole American Pale Ale,American Pale Ale (APA),16
1279,0.097,,Cant Dog Imperial Pale Ale,American Double / Imperial IPA,16
1280,0.05,20,River House,Saison / Farmhouse Ale,16
1281,0.065,47,Pretzel Stout,American Stout,16
1282,0.05,35,Rubberneck Red,American Amber / Red Ale,16
1283,0.08,,The Imperial Texan,American Double / Imperial IPA,16
1284,0.08,,The Imperial Texan,American Double / Imperial IPA,12
1285,0.05,,Day Break 4-Grain Breakfast Beer,Rye Beer,16
1286,0.05,,River House Saison,Saison / Farmhouse Ale,12
1287,0.065,,There Will Be Stout,American Stout,12
1288,0.065,60,Our Legacy IPA,American IPA,12
1289,0.042,,Saranac Shandy,Shandy,12
1290,0.065,60,Our Legacy IPA,American IPA,16
1291,0.051,,Saranac Golden Pilsener (2003),German Pilsener,12
1292,0.045,,Saranac Adirondack Light (2002),Light Lager,12
1293,0.045,,DAX Light (1998),Light Lager,12
1294,0.048,,Saranac Traditional Lager (2000),American Pale Lager,12
1295,0.047,,Pomegranate Wheat (2008),Fruit / Vegetable Beer,12
1296,0.05,12,Blueberry Blonde Ale,American Blonde Ale,12
1297,0.06,,Saranac White IPA,American IPA,12
1298,0.047,,Saranac Summer Ale (2011),American Pale Wheat Ale,12
1299,0.055,,Saranac Pale Ale (12 oz.),English Pale Ale,12
1300,0.055,,Saranac Pale Ale (16 oz.),English Pale Ale,16
1301,0.051,20,Lahaina Town Brown,American Brown Ale,12
1302,0.055,,Pau Hana Pilsner,Czech Pilsener,12
1303,0.05,,Lemongrass Saison,Saison / Farmhouse Ale,12
1304,0.07,,Aloha B’ak’tun,Belgian Strong Dark Ale,12
1305,0.082,,Liquid Breadfruit,Fruit / Vegetable Beer,12
1306,0.06,24,Sobrehumano Palena'ole,American Amber / Red Ale,12
1307,0.05,12,La Perouse White,Witbier,12
1308,0.068,68,Flyin' HI.P.Hay,American IPA,12
1309,0.055,15,Mana Wheat,American Pale Wheat Ale,12
1310,0.045,18,Bikini Blonde Lager,Munich Helles Lager,12
1311,0.057,30,CoCoNut Porter,American Porter,12
1312,0.062,65,Big Swell IPA,American IPA,12
1313,0.037,34,Pit Stop Chocolate Porter,American Porter,12
1314,0.037,21,Pace Setter Belgian Style Wit,Witbier,12
1315,0.037,53,Back in the Saddle Rye Pale Ale,American Pale Ale (APA),12
1316,0.069,,Bushwhacker Cider,Cider,16
1317,0.069,,Weim-R-Iner,Cider,16
1318,0.069,,Cherry Bomb,Cider,16
1319,0.072,75,Tsunami IPA,American IPA,19.2
1320,0.072,75,Tsunami IPA,American IPA,12
1321,0.042,22,Humpback Blonde Ale,American Blonde Ale,12
1322,0.052,27,Hawaiian Crow Porter,American Porter,12
1323,0.052,23,Volcano Red Ale,American Amber / Red Ale,12
1324,0.054,42,Mauna Kea Pale Ale,American Pale Ale (APA),12
1325,0.053,11,Shark Bait,Fruit / Vegetable Beer,12
1326,0.053,30,Gator Tail Brown Ale,American Brown Ale,12
1327,0.071,62,Miami Vice IPA,American IPA,12
1328,0.053,16,Big Rod Coconut Ale,American Blonde Ale,12
1329,0.056,,Mickey Finn's Amber Ale,American Amber / Red Ale,12
1330,0.063,61,Pleasure Town,American IPA,12
1331,0.063,61,Pleasure Town IPA,American IPA,12
1332,0.048,12,Snowshoe White Ale,Witbier,12
1333,0.05,24,Kodiak Brown Ale,American Brown Ale,12
1334,0.057,70,Sockeye Red IPA,American IPA,12
1335,0.08,100,Habitus (2014),American Double / Imperial IPA,16
1336,0.075,85,Solis,American IPA,16
1337,0.06,24,Jucundus,Wheat Ale,16
1338,0.08,100,Habitus,American Double / Imperial IPA,16
1339,0.063,30,Grazias,Cream Ale,16
1340,0.058,28,Claritas,Kölsch,16
1341,0.083,,Vinyl Frontier,American Double / Imperial IPA,24
1342,0.08,,Disco Superfly,American IPA,24
1343,0.075,,Misty Mountain Hop,American IPA,24
1344,0.075,,One-Hit Wonderful,Belgian IPA,24
1345,0.065,,En Parfaite Harmonie,Saison / Farmhouse Ale,24
1346,0.043,8,Daft Funk,Berliner Weissbier,24
1347,0.075,,Love In An Ellavator,American IPA,24
1348,0.053,,Spin Doctor,American Pale Ale (APA),24
1349,0.05,,Keeper (Current),American Pilsner,12
1350,0.068,,Better Half,American IPA,12
1351,0.048,,SNO White Ale,Witbier,16
1352,0.048,,BRIK Irish Red Ale,Irish Red Ale,16
1353,,,AXL Pale Ale,American Pale Ale (APA),16
1354,0.087,80,Hop Freak,American Double / Imperial IPA,16
1355,0.051,24,Louie's Demise Amber Ale,American Amber / Red Ale,16
1356,0.075,51,Hop Happy,American IPA,16
1357,0.065,20,Booyah Farmhouse Ale,Saison / Farmhouse Ale,16
1358,0.092,,O-Gii,Witbier,16
1359,0.048,18,Flaming Damsel Lager (2010),Vienna Lager,16
1360,0.051,24,Louie’s Demise Immort-Ale (2010),American Amber / Red Ale,16
1361,0.099,,Axe Head Malt Liquor,American Malt Liquor,24
1362,0.054,,Huber Bock (2014),Bock,16
1363,0.04,,Minhas Light (2012),Light Lager,12
1364,0.05,,Huber,American Pale Lager,12
1365,0.062,,Clear Creek Ice,American Pale Lager,16
1366,0.062,,Clear Creek Ice,American Pale Lager,12
1367,0.055,,Mountain Crest,American Pale Lager,16
1368,0.055,,Mountain Crest,American Pale Lager,12
1369,0.055,,Mountain Creek (2013),American Pale Lager,12
1370,0.05,,Boxer,American Adjunct Lager,24
1371,0.042,,Boxer Light,Light Lager,12
1372,0.055,,Boxer Ice,American Adjunct Lager,12
1373,0.05,,Boxer,American Adjunct Lager,12
1374,0.05,,Cortez Gold,Belgian Pale Ale,32
1375,0.068,66,Mission IPA,American IPA,32
1376,0.048,44,El Conquistador Extra Pale Ale,American Pale Ale (APA),32
1377,0.092,75,Shipwrecked Double IPA,American Double / Imperial IPA,32
1378,0.04,,Squeaky Bike Nut Brown Ale,American Brown Ale,16
1379,0.04,,Dead Horse Amber,American Pale Wheat Ale,16
1380,0.04,,Rocket Bike American Lager,California Common / Steam Beer,16
1381,0.04,,Johnny's American IPA,American IPA,16
1382,0.055,,Boneshaker Brown Ale,English Brown Ale,24
1383,0.056,,Iron Mike Pale Ale,American Pale Ale (APA),24
1384,0.042,,Monkadelic,American Pale Ale (APA),12
1385,0.075,85,City of the Sun,American IPA,16
1386,0.068,75,Booming Rollers,American IPA,16
1387,0.052,50,Oneida,American Pale Ale (APA),16
1388,0.067,75,Aurora ,American Amber / Red Ale,16
1389,0.055,30,Lomaland,Saison / Farmhouse Ale,16
1390,0.047,46,Fortunate Islands,American Pale Wheat Ale,16
1391,0.058,40,Black House,American Stout,16
1392,0.065,115,Blazing World,American Amber / Red Ale,16
1393,0.05,,Wapiti Amber Ale,American Amber / Red Ale,12
1394,0.054,,Sweet Georgia Brown,American Brown Ale,16
1395,0.087,,Rich Man's IIPA,American Double / Imperial IPA,16
1396,0.058,,Monkey Paw Oatmeal Pale Ale,American Pale Ale (APA),16
1397,0.056,28,Montauk Summer Ale,American Blonde Ale,12
1398,0.06,49,Driftwood Ale,Extra Special / Strong Bitter (ESB),12
1399,0.056,18,When Helles Freezes Over,Munich Helles Lager,12
1400,0.049,24,Morgan Street Oktoberfest,Märzen / Oktoberfest,12
1401,0.047,14,Honey Wheat,American Pale Wheat Ale,12
1402,0.046,24,Black Bear Dark Lager,Schwarzbier,12
1403,0.05,35,Golden Pilsner,German Pilsener,12
1404,0.052,21,Cali Creamin',Cream Ale,12
1405,0.05,,Second Wind Pale Ale,American Pale Ale (APA),12
1406,0.05,,Sunny Haze,Hefeweizen,12
1407,0.052,21,Towhead,American Blonde Ale,12
1408,0.07,70,Lil' Helper,American IPA,12
1409,0.082,,Train Wreck,American Amber / Red Ale,16
1410,0.085,,Full Moon Belgian White Ale,Witbier,12
1411,0.072,,Desert Magic IPA,American IPA,12
1412,0.042,,Up River Light,Light Lager,12
1413,0.085,,Full Moon Belgian White Ale (2007),Witbier,12
1414,0.055,,Dry Heat Hefeweizen (2006),Hefeweizen,12
1415,0.05,,Mustang Sixty-Six,American Amber / Red Lager,12
1416,0.04,,Mustang '33,American Pale Lager,12
1417,0.04,,Session '33 (2011),American Pale Lager,12
1418,0.053,10,Mustang Golden Ale,American Blonde Ale,12
1419,0.053,14,Washita Wheat,American Pale Wheat Ale,12
1420,0.037,10,Gansett Light,Light Lager,16
1421,0.052,30,Bohemian Pils,American Pilsner,16
1422,0.053,30,Autocrat Coffee Milk Stout,Milk / Sweet Stout,16
1423,0.086,35,Narragansett Bohemian Pilsner,German Pilsener,16
1424,0.042,24,Narragansett Summer Ale,American Pale Wheat Ale,12
1425,0.05,22,Narragansett Cream Ale,Cream Ale,16
1426,0.042,24,Narragansett Summer Ale,American Pale Wheat Ale,16
1427,0.07,22,Narragansett Porter,American Porter,16
1428,0.065,32,Narragansett Bock,Bock,16
1429,0.055,15,Narragansett Fest Lager,Märzen / Oktoberfest,16
1430,0.053,,Undun Blonde Ale,American Blonde Ale,16
1431,0.074,,CuDa Cascadian Dark Ale,American Black Ale,16
1432,0.085,86,Old Grogham Imperial India Pale Ale,American Double / Imperial IPA,16
1433,0.085,86,Old Grogham Imperial India Pale Ale (2012),American Double / Imperial IPA,16
1434,0.074,,CuDa Cascadian Dark Ale (2012),American Black Ale,16
1435,0.053,,Undun Blonde Ale (2012),American Blonde Ale,16
1436,0.061,11,Wick For Brains,Pumpkin Ale,12
1437,0.065,65,Nebraska India Pale Ale,American IPA,12
1438,0.048,10,EOS Hefeweizen,Hefeweizen,12
1439,0.048,15,Brunette Nut Brown Ale,English Brown Ale,12
